;dateConvention_ademe;nomBeneficiaire_ademe;montant_ademe;pourcentageSubvention_ademe;DEPET_ademe;naf1etlib_ademe;naf2etlib_ademe;naf3etlib_ademe;naf4etlib_ademe;naf5etlib_ademe;id_mt;environmentalTopics_mt;fundingTypes_mt;subventionRateUpperBound_mt;subventionRateLowerBound_mt;applicationStartDate_mt;result
788;2020-07-27;DESS IMMO;10000.0;1.0;43;Activités financières et d'assurance;Activités auxiliaires de services financiers et d'assurance;Gestion de fonds;Gestion de fonds;Gestion de fonds;275;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
789;2021-04-26;CARS DESIGN 13;9467.0;1.0;13;"Commerce ; réparation d'automobiles et de motocycles";Commerce et réparation d'automobiles et de motocycles;Entretien et réparation de véhicules automobiles;Entretien et réparation de véhicules automobiles;Entretien et réparation de véhicules automobiles légers;269;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
790;2021-02-24;AXONE-SPADONE;5000.0;1.0;90;Industrie manufacturière;Fabrication de produits métalliques, à l'exception des machines et des équipements;Fabrication d'éléments en métal pour la construction;Fabrication de portes et fenêtres en métal;Fabrication de portes et fenêtres en métal;203;"[{'name': ""Réduction de l'empreinte carbone"", 'id': 3}]";['Subvention'];69.0;;2021-11-09T15:42:48+00:00;0
791;2021-04-23;RENE PIERRE DIFFUSION;5000.0;1.0;84;Transports et entreposage;Entreposage et services auxiliaires des transports;Entreposage et stockage;Entreposage et stockage;Entreposage et stockage non frigorifique;203;"[{'name': ""Réduction de l'empreinte carbone"", 'id': 3}]";['Subvention'];69.0;;2021-11-09T15:42:48+00:00;0
792;2019-04-08;UNIVERSITE DE TECHNOLOGIE DE TROYES;11340.0;1.0;10;Enseignement;Enseignement;Enseignement supérieur et post-secondaire non supérieur;Enseignement supérieur;Enseignement supérieur;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
793;2021-02-22;TOP BIS REUNION;5760.0;1.0;97;Activités spécialisées, scientifiques et techniques;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Activités d'architecture et d'ingénierie;Activités d'ingénierie;Ingénierie, études techniques;190;[{'name': 'Réduction du gaspillage', 'id': 9}];['Subvention'];55.0;;2021-11-09T15:42:42+00:00;0
794;2020-09-29;CONSTELLIUM ISSOIRE;242830.0;1.0;63;Industrie manufacturière;Métallurgie;Production de métaux précieux et d'autres métaux non ferreux;Métallurgie de l'aluminium;Métallurgie de l'aluminium;274;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
795;2020-03-26;GREENYELLOW;1325.0;1.0;42;Activités spécialisées, scientifiques et techniques;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Activités d'architecture et d'ingénierie;Activités d'ingénierie;Ingénierie, études techniques;40;[{'name': 'Développement de filières recyclage', 'id': 31}];['Subvention'];;;2021-11-09T15:42:41+00:00;0
796;2020-11-09;FIDELE;6322.5;1.0;22;Industrie manufacturière;Industries alimentaires;Fabrication d'aliments pour animaux;Fabrication d'aliments pour animaux de compagnie;Fabrication d'aliments pour animaux de compagnie;190;[{'name': 'Réduction du gaspillage', 'id': 9}];['Subvention'];55.0;;2021-11-09T15:42:42+00:00;0
797;2019-02-14;C.L.B;2340.0;1.0;37;Hébergement et restauration;Hébergement;Hôtels et hébergement similaire;Hôtels et hébergement similaire;Hôtels et hébergement similaire;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
798;2021-04-19;VINYL RECORDS MAKERS;5000.0;1.0;86;Industrie manufacturière;Imprimerie et reproduction d'enregistrements;Reproduction d'enregistrements;Reproduction d'enregistrements;Reproduction d'enregistrements;190;[{'name': 'Réduction du gaspillage', 'id': 9}];['Subvention'];55.0;;2021-11-09T15:42:42+00:00;0
799;2021-04-12;BREEGA CAPITAL;5000.0;1.0;75;Activités financières et d'assurance;Activités auxiliaires de services financiers et d'assurance;Gestion de fonds;Gestion de fonds;Gestion de fonds;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
800;2019-08-23;L'AGENCE CAPUCON;1680.0;1.0;73;Activités immobilières;Activités immobilières;Activités immobilières pour compte de tiers;Administration de biens immobiliers;Administration d'immeubles et autres biens immobiliers;163;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
801;2018-11-12;SUEZ ORGANIQUE;190000.0;1.0;78;Activités spécialisées, scientifiques et techniques;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Activités d'architecture et d'ingénierie;Activités d'ingénierie;Ingénierie, études techniques;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
802;2019-09-24;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE HAUTE-SAONE;6587.0;1.0;70;Autres activités de services;Activités des organisations associatives;Activités des organisations économiques, patronales et professionnelles;Activités des organisations patronales et consulaires;Activités des organisations patronales et consulaires;275;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
803;2021-03-15;BERNARDAUD;15840.0;1.0;87;Industrie manufacturière;Fabrication d'autres produits minéraux non métalliques;Fabrication d'autres produits en céramique et en porcelaine;Fabrication d'articles céramiques à usage domestique ou ornemental;Fabrication d'articles céramiques à usage domestique ou ornemental;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
804;2021-04-16;FOREST ET ASSOCIES;15000.0;1.0;92;Activités spécialisées, scientifiques et techniques;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Activités d'architecture et d'ingénierie;Activités d'ingénierie;Activité des géomètres;274;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
805;2021-04-06;OPTIMUM;140249.0;1.0;79;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail en magasin non spécialisé;Commerce de détail en magasin non spécialisé à prédominance alimentaire;Supermarchés;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
806;2018-06-22;BRANGEON RECYCLAGE;228624.0;1.0;49;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"Collecte, traitement et élimination des déchets ; récupération";Récupération;Récupération de déchets triés;Récupération de déchets triés;275;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
807;2019-11-27;SYNDICAT DEPARTEMENTAL D'ENERGIE ET D'EQUIPEMENT DE LA LOZERE (SDEE);243404.0;1.0;48;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;Production, transport et distribution d'électricité;Transport d'électricité;Transport d'électricité;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
808;2020-09-17;COMMUNE DE MONTREUIL-JUIGNE;9710.05;1.0;49;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
809;2021-04-06;SARL DANIEL BTP;15000.0;1.0;46;Construction;Travaux de construction spécialisés;Autres travaux de construction spécialisés;Autres travaux de construction spécialisés n.c.a.;Travaux de maçonnerie générale et gros œuvre de bâtiment;269;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
810;2020-06-02;S.M. PARC NATUREL REG BALLONS DES VOSGES;9674.43;1.0;68;Arts, spectacles et activités récréatives;Bibliothèques, archives, musées et autres activités culturelles;Bibliothèques, archives, musées et autres activités culturelles;Gestion des jardins botaniques et zoologiques et des réserves naturelles;Gestion des jardins botaniques et zoologiques et des réserves naturelles;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
811;2019-03-26;DELPEYRAT;3785.0;1.0;40;Industrie manufacturière;Industries alimentaires;Transformation et conservation de la viande et préparation de produits à base de viande;Préparation de produits à base de viande;Préparation industrielle de produits à base de viande;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
812;2018-06-04;SYNDICAT DEPARTEMENTAL D'ENERGIE (SDE);1129499.0;1.0;65;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique (tutelle) des activités économiques;Administration publique (tutelle) des activités économiques;181;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:42+00:00;0
813;2018-08-30;SARL LA SOURCE DU VERGER;4300.0;1.0;73;Industrie manufacturière;Industries alimentaires;Transformation et conservation de fruits et légumes;Préparation de jus de fruits et légumes;Préparation de jus de fruits et légumes;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
814;2021-03-19;ACI;4320.0;1.0;27;Industrie manufacturière;Fabrication de produits en caoutchouc et en plastique;Fabrication de produits en plastique;Fabrication d'autres articles en matières plastiques;Fabrication de produits de consommation courante en matières plastiques;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
815;2019-05-14;CONCEPT ENERGIE SERVICE;5439.0;1.0;25;Construction;Travaux de construction spécialisés;Travaux d'installation électrique, plomberie et autres travaux d'installation;Travaux de plomberie et installation de chauffage et de conditionnement d'air;Travaux d'installation d'équipements thermiques et de climatisation;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
816;2020-11-30;SOCIETE IMMOBILIERE DEPARTEMENT REUNION;18209.52;1.0;97;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de logements;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
817;2021-04-12;PATRON;5135.0;1.0;44;Industrie manufacturière;Industries alimentaires;Transformation et conservation de la viande et préparation de produits à base de viande;Préparation de produits à base de viande;Charcuterie;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
818;2019-05-17;BOLLERONIS;24730.2;1.0;68;Arts, spectacles et activités récréatives;Activités sportives, récréatives et de loisirs;Activités liées au sport;Gestion d'installations sportives;Gestion d'installations sportives;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
819;2018-06-20;REGION BOURGOGNE-FRANCHE-COMTE;38001.6;1.0;25;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
820;2021-04-12;DOMAINE DES MAISONNETTES;16500.0;1.0;37;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures permanentes;Culture de la vigne;Culture de la vigne;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
821;2019-07-17;OASIS POUR UNE VIE ECOLOGIQUE ET SOLIDAIRE;56469.0;1.0;05;Autres activités de services;Activités des organisations associatives;Activités des autres organisations associatives;Activités des organisations associatives n.c.a.;Autres organisations fonctionnant par adhésion volontaire;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
822;2020-11-27;PORFINS;107600.0;1.0;25;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Production animale;Élevage de porcins;Élevage de porcins;274;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
823;2021-03-23;SYNDICAT MIXTE DES ORDURES MENAGERES DE LA VALLEE DE CHEVREUSE;400000.0;1.0;91;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"Collecte, traitement et élimination des déchets ; récupération";Collecte des déchets;Collecte des déchets non dangereux;Collecte des déchets non dangereux;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
824;2018-11-23;COMMUNE DE BARD;6100.0;1.0;42;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;275;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
825;2021-04-09;TRENDETHICS PARIS;6800.0;1.0;75;Autres activités de services;Activités des organisations associatives;Activités des autres organisations associatives;Activités des organisations associatives n.c.a.;Autres organisations fonctionnant par adhésion volontaire;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
826;2020-09-08;COMMUNE DE SELONCOURT;18683.0;1.0;25;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;40;[{'name': 'Développement de filières recyclage', 'id': 31}];['Subvention'];;;2021-11-09T15:42:41+00:00;0
827;2021-03-25;BINIC GASTRONOMIE;4225.0;1.0;22;Industrie manufacturière;Industries alimentaires;Transformation et conservation de la viande et préparation de produits à base de viande;Préparation de produits à base de viande;Préparation industrielle de produits à base de viande;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
828;2021-04-19;NEORALI;6000.0;1.0;88;Industrie manufacturière;Fabrication de produits métalliques, à l'exception des machines et des équipements;Fabrication d'autres ouvrages en métaux;Fabrication d'autres produits métalliques n.c.a.;Fabrication d'autres articles métalliques;203;"[{'name': ""Réduction de l'empreinte carbone"", 'id': 3}]";['Subvention'];69.0;;2021-11-09T15:42:48+00:00;0
829;2021-04-08;SOLISMART;5000.0;1.0;26;Transports et entreposage;Entreposage et services auxiliaires des transports;Services auxiliaires des transports;Autres services auxiliaires des transports;Affrètement et organisation des transports;267;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
830;2021-04-23;SARL LA FERME DU COIN;28600.0;1.0;87;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail alimentaire en magasin spécialisé;Autres commerces de détail alimentaires en magasin spécialisé;Autres commerces de détail alimentaires en magasin spécialisé;267;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
831;2018-11-28;TERRITOIRE D'ENERGIE LOT ET GARONNE;5585.5;1.0;47;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique (tutelle) des activités économiques;Administration publique (tutelle) des activités économiques;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
832;2020-09-08;ATELIER HUGO DELAVELLE;5600.0;1.0;70;Industrie manufacturière;Fabrication de meubles;Fabrication de meubles;Fabrication d'autres meubles;Fabrication d'autres meubles et industries connexes de l'ameublement;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
833;2021-04-19;BOULANGERIE BO;5000.0;1.0;44;Industrie manufacturière;Industries alimentaires;Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires;Fabrication de pain et de pâtisserie fraîche;Boulangerie et boulangerie-pâtisserie;163;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
834;2020-09-14;COMMUNE DE CROSMIERES;3287.76;1.0;72;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
835;2019-05-16;OPPIDEA;17454.0;1.0;31;Construction;Génie civil;Construction d'autres ouvrages de génie civil;Construction d'autres ouvrages de génie civil n.c.a.;Construction d'autres ouvrages de génie civil n.c.a.;274;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
836;2019-08-02;PINET BTP BOIS ET TRANSPORTS;1650.0;1.0;23;Agriculture, sylviculture et pêche;Sylviculture et exploitation forestière;Exploitation forestière;Exploitation forestière;Exploitation forestière;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
837;2021-03-26;PHARMACIE LEON & HAMM;5000.0;1.0;69;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Commerce de détail de produits pharmaceutiques en magasin spécialisé;Commerce de détail de produits pharmaceutiques en magasin spécialisé;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
838;2021-03-30;EURO CADRES;13650.0;1.0;52;Industrie manufacturière;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie";Fabrication d'articles en bois, liège, vannerie et sparterie;"Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie";"Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie";395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
839;2021-03-26;SEGAULT;5040.0;1.0;91;Industrie manufacturière;Fabrication de machines et équipements n.c.a.;Fabrication de machines d'usage général;Fabrication d'autres articles de robinetterie;Fabrication d'autres articles de robinetterie;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
840;2020-10-19;BLANC F J;2750.0;1.0;79;Industrie manufacturière;Industries alimentaires;Fabrication de produits laitiers;Exploitation de laiteries et fabrication de fromage;Fabrication de fromage;181;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:42+00:00;0
841;2018-05-28;ENVIRONNONS;71093.75;1.0;34;Activités spécialisées, scientifiques et techniques;Recherche-développement scientifique;Recherche-développement en sciences humaines et sociales;Recherche-développement en sciences humaines et sociales;Recherche-développement en sciences humaines et sociales;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
842;2019-03-14;LA NORMANDISE;7500.0;1.0;14;Industrie manufacturière;Industries alimentaires;Fabrication d'aliments pour animaux;Fabrication d'aliments pour animaux de compagnie;Fabrication d'aliments pour animaux de compagnie;269;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
843;2019-09-30;OPH DE LA METROPOLE DE LYON;2050.0;1.0;69;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de logements;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
844;2020-09-08;MENUISERIE BONNY;5397.7;1.0;89;Construction;Travaux de construction spécialisés;Travaux de finition;Travaux de menuiserie;Travaux de menuiserie bois et PVC;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
845;2019-05-07;COMMUNAUTE COMMUNES DU PAYS ORNE MOSELLE;8820.0;1.0;57;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
846;2020-05-14;SYNDICAT MIXTE DU PARC NATUREL REGIONAL DES CAPS ET MARAIS D'OPALE;125718.75;1.0;62;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique (tutelle) des activités économiques;Administration publique (tutelle) des activités économiques;161;"[{'name': ""Réduction de la consommation d'énergie"", 'id': 6}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}]";['Subvention'];70.0;;2021-11-09T15:42:41+00:00;0
847;2021-03-29;BONAZZA;16000.0;1.0;38;Construction;Travaux de construction spécialisés;Travaux d'installation électrique, plomberie et autres travaux d'installation;Installation électrique;Travaux d'installation électrique dans tous locaux;274;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
