;dateConvention_ademe;nomBeneficiaire_ademe;montant_ademe;pourcentageSubvention_ademe;DEPET_ademe;naf1etlib_ademe;naf2etlib_ademe;naf3etlib_ademe;naf4etlib_ademe;naf5etlib_ademe;id_mt;environmentalTopics_mt;fundingTypes_mt;subventionRateUpperBound_mt;subventionRateLowerBound_mt;applicationStartDate_mt;result
604;2021-04-22;IMMOBILIER H2;4060.0;1.0;25;Construction;Construction de bâtiments;Promotion immobilière;Promotion immobilière;Supports juridiques de programmes;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
605;2018-10-09;INSTITUT THERAPEUTIQUE EDUCATIF ET PEDAGOGIQUE;2142.0;1.0;81;Santé humaine et action sociale;Hébergement médico-social et social;Hébergement médicalisé;Hébergement médicalisé;Hébergement médicalisé pour enfants handicapés;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
606;2020-10-05;DIAM FRANCE;6180.0;1.0;66;Industrie manufacturière;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie";Fabrication d'articles en bois, liège, vannerie et sparterie;"Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie";"Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie";40;[{'name': 'Développement de filières recyclage', 'id': 31}];['Subvention'];;;2021-11-09T15:42:41+00:00;0
607;2019-11-29;NEWHEAT;2231880.0;1.0;33;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;Production et distribution de vapeur et d'air conditionné;Production et distribution de vapeur et d'air conditionné;Production et distribution de vapeur et d'air conditionné;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
608;2021-04-12;SARL BOUCHERIE DU BEFFROI;6500.0;1.0;59;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail alimentaire en magasin spécialisé;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;Commerce de détail de viandes et de produits à base de viande en magasin spécialisé;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
609;2019-05-21;COMMUNE DE ARDENAIS;2181.6;1.0;18;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
610;2021-03-05;OGEC COLLEGE LE PRIEURE ET LYCEE CATHOLIQUE DE PONTLEVOY;8040.0;1.0;41;Enseignement;Enseignement;Enseignement secondaire;Enseignement secondaire général;Enseignement secondaire général;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
611;2020-04-22;SAFRAN AEROSYSTEMS;5000.0;1.0;78;Industrie manufacturière;Fabrication d'autres matériels de transport;Construction aéronautique et spatiale;Construction aéronautique et spatiale;Construction aéronautique et spatiale;275;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
612;2021-03-25;GAUTHEY AUTOMATISMES;7000.0;1.0;71;Construction;Travaux de construction spécialisés;Travaux d'installation électrique, plomberie et autres travaux d'installation;Installation électrique;Travaux d'installation électrique dans tous locaux;270;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
613;2021-04-02;RAKOR PLOMBERIE;9000.0;1.0;69;Construction;Travaux de construction spécialisés;Travaux d'installation électrique, plomberie et autres travaux d'installation;Travaux de plomberie et installation de chauffage et de conditionnement d'air;Travaux d'installation d'eau et de gaz en tous locaux;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
614;2021-04-20;ETS BLANCHET;10250.0;1.0;53;Industrie manufacturière;Fabrication de produits métalliques, à l'exception des machines et des équipements;"Traitement et revêtement des métaux ; usinage";Usinage;Mécanique industrielle;40;[{'name': 'Développement de filières recyclage', 'id': 31}];['Subvention'];;;2021-11-09T15:42:41+00:00;0
615;2021-04-15;GLOBAL SPORTSWEAR SERVICES;5000.0;1.0;44;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de biens domestiques;Commerce de gros d'habillement et de chaussures;Commerce de gros (commerce interentreprises) d'habillement et de chaussures;267;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
616;2018-06-01;SALAISONS DU MONT PILAT;3600.0;1.0;42;Industrie manufacturière;Industries alimentaires;Transformation et conservation de la viande et préparation de produits à base de viande;Préparation de produits à base de viande;Charcuterie;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
617;2018-06-18;A CASA SERENA;5880.0;1.0;2B;Santé humaine et action sociale;Hébergement médico-social et social;Hébergement médicalisé;Hébergement médicalisé;Hébergement médicalisé pour personnes âgées;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
618;2019-09-12;LOCACIL;152652.3;1.0;68;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution";"Collecte, traitement et élimination des déchets ; récupération";Récupération;Récupération de déchets triés;Récupération de déchets triés;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
619;2021-03-30;ETS BEYLIER ET CIE SARL;13850.0;1.0;69;"Commerce ; réparation d'automobiles et de motocycles";Commerce et réparation d'automobiles et de motocycles;Commerce de véhicules automobiles;Commerce de voitures et de véhicules automobiles légers;Commerce de voitures et de véhicules automobiles légers;266;[{'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
620;2021-04-01;DRAGO PARIS;5000.0;1.0;91;Industrie manufacturière;Autres industries manufacturières;Fabrication d'articles de joaillerie, bijouterie et articles similaires;Fabrication d'articles de joaillerie et bijouterie;Fabrication d'articles de joaillerie et bijouterie;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
621;2020-03-03;EHPAD RESIDENCE DES CEDRES;1804.05;1.0;18;Santé humaine et action sociale;Hébergement médico-social et social;Hébergement médicalisé;Hébergement médicalisé;Hébergement médicalisé pour personnes âgées;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
622;2019-04-16;ENVIE PAU;8370.04;1.0;64;Autres activités de services;Réparation d'ordinateurs et de biens personnels et domestiques;Réparation de biens personnels et domestiques;Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin;Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
623;2021-03-26;DECOR WORLD SERVICES;5000.0;1.0;45;Activités spécialisées, scientifiques et techniques;Autres activités spécialisées, scientifiques et techniques;Activités spécialisées de design;Activités spécialisées de design;Activités spécialisées de design;395;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
624;2018-07-23;COMMUNE DE CHAMPLECY;2268.0;1.0;71;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
625;2018-07-23;COMMUNE DE CHAMPLECY;2268.0;1.0;71;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;269;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
626;2019-01-29;COMMUNE DE JUVIGNY;3522.0;1.0;74;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;269;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
627;2018-10-15;HOPITAL LOCAL DE CORCOUE SUR LOGNE;8589.0;1.0;44;Santé humaine et action sociale;Activités pour la santé humaine;Activités hospitalières;Activités hospitalières;Activités hospitalières;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
628;2021-03-21;MAS DE LAFON;14182.2;1.0;46;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Production animale;Élevage d'autres bovins et de buffles;Élevage d'autres bovins et de buffles;269;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];70.0;;2021-11-09T15:42:47+00:00;0
629;2021-03-21;MAS DE LAFON;14182.2;1.0;46;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Production animale;Élevage d'autres bovins et de buffles;Élevage d'autres bovins et de buffles;181;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:42+00:00;0
630;2020-11-06;CHERON JACKY;5970.0;1.0;45;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures non permanentes;Culture de légumes, de melons, de racines et de tubercules;Culture de légumes, de melons, de racines et de tubercules;268;[{'name': 'Réseaux de chaleur & Récupération de chaleur', 'id': 12}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
631;2021-04-09;COMMUNE DE SAINT SAULVE;9446.5;1.0;59;Administration publique;"Administration publique et défense ; sécurité sociale obligatoire";Administration générale, économique et sociale;Administration publique générale;Administration publique générale;44;"[{'name': 'Achat & location véhicules peu polluants', 'id': 23}, {'name': 'Bilan énergétique & Rénovation', 'id': 7}, {'name': 'Energies Renouvelables', 'id': 22}, {'name': 'Tri, recyclage, réemploi & réparation', 'id': 15}, {'name': 'Traitement & valorisation des biodéchets', 'id': 17}, {'name': 'Réduction du gaspillage', 'id': 9}, {'name': 'Réduction des pollutions & dépollution', 'id': 8}, {'name': ""Réduction de l'empreinte carbone"", 'id': 3}, {'name': 'Sensibilisation & Formation', 'id': 37}]";['Autre aide financière'];;;2021-11-09T15:42:49+00:00;0
632;2019-07-12;CORNU SA FONTAIN;7200.0;1.0;25;Industrie manufacturière;Industries alimentaires;Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires;Fabrication de biscuits, biscottes et pâtisseries de conservation;Fabrication de biscuits, biscottes et pâtisseries de conservation;274;[{'name': 'Energies Renouvelables', 'id': 22}];['Subvention'];;;2021-11-09T15:42:47+00:00;0
633;2021-04-20;SOCIETE REUNIONNAISE DE DISTRIBUTION;5886.0;1.0;974;"Commerce ; réparation d'automobiles et de motocycles";Commerce de gros, à l'exception des automobiles et des motocycles;Commerce de gros de produits alimentaires, de boissons et de tabac;Commerce de gros de café, thé, cacao et épices;Commerce de gros (commerce interentreprises) de café, thé, cacao et épices;190;[{'name': 'Réduction du gaspillage', 'id': 9}];['Subvention'];55.0;;2021-11-09T15:42:42+00:00;0
634;2018-11-15;GAEC DE MONTPUTOIS;120816.0;1.0;89;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Culture et élevage associés;Culture et élevage associés;Culture et élevage associés;203;"[{'name': ""Réduction de l'empreinte carbone"", 'id': 3}]";['Subvention'];69.0;;2021-11-09T15:42:48+00:00;0
